Date,weekday,Holiday,working _day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
15/02/2012,4,NAH,W,WWW,15,2,2012,37393.2,56089.8
16/02/2012,5,OH,W,WWW,16,2,2012,32925.6,49388.4
17/02/2012,6,NAH,W,WWH,17,2,2012,30015.2,45022.8
18/02/2012,7,NAH,H,WHH,18,2,2012,27696.4,41544.6
19/02/2012,1,OH,H,HHW,19,2,2012,31035.2,46552.8
20/02/2012,2,NH,W,HWW,20,2,2012,32585.6,48878.4
21/02/2012,3,NAH,W,WWW,21,2,2012,25819.6,38729.4
22/02/2012,4,NAH,W,WWW,22,2,2012,26628.8,39943.2
23/02/2012,5,NAH,W,WWW,23,2,2012,23072.4,34608.6
24/02/2012,6,NAH,W,WWH,24,2,2012,32000.8,48001.2
25/02/2012,7,NAH,H,WHH,25,2,2012,550.8,826.2
26/02/2012,1,NAH,H,HHW,26,2,2012,38950.4,58425.6
27/02/2012,2,NAH,W,HWW,27,2,2012,49640,74460
28/02/2012,3,NAH,W,WWW,28,2,2012,41534.4,62301.6
29/02/2012,4,NAH,W,WWW,29,2,2012,52142.4,78213.6
01/03/2012,5,NAH,W,WWW,1,3,2012,50245.2,75367.8
02/03/2012,6,NAH,W,WWH,2,3,2012,68380.8,102571.2
03/03/2012,7,NAH,H,WHH,3,3,2012,45464.8,68197.2
04/03/2012,1,NAH,H,HHW,4,3,2012,43853.2,65779.8
05/03/2012,2,NAH,W,HWW,5,3,2012,64627.2,96940.8
06/03/2012,3,NAH,W,WWW,6,3,2012,42221.2,63331.8
07/03/2012,4,OH,W,WWW,7,3,2012,36033.2,54049.8
08/03/2012,5,OH,W,WWW,8,3,2012,29994.8,44992.2
09/03/2012,6,NAH,W,WWH,9,3,2012,34197.2,51295.8
10/03/2012,7,NAH,H,WHH,10,3,2012,20522.4,30783.6
11/03/2012,1,NAH,H,HHW,11,3,2012,38542.4,57813.6
12/03/2012,2,NAH,W,HWW,12,3,2012,34884,52326
13/03/2012,3,NAH,W,WWW,13,3,2012,35740.8,53611.2
14/03/2012,4,NAH,W,WWW,14,3,2012,26894,40341
15/03/2012,5,NAH,W,WWW,15,3,2012,36284.8,54427.2
16/03/2012,6,NAH,W,WWH,16,3,2012,36992,55488
17/03/2012,7,NAH,H,WHH,17,3,2012,26873.6,40310.4
18/03/2012,1,NAH,H,HHW,18,3,2012,22848,34272
19/03/2012,2,NAH,W,HWW,19,3,2012,19618,29427
20/03/2012,3,NAH,W,WWW,20,3,2012,31640.4,47460.6
21/03/2012,4,NAH,W,WWW,21,3,2012,24881.2,37321.8
22/03/2012,5,NAH,W,WWW,22,3,2012,26533.6,39800.4
23/03/2012,6,OH,W,WWH,23,3,2012,21794,32691
24/03/2012,7,NAH,H,WHH,24,3,2012,22623.6,33935.4
25/03/2012,1,NAH,H,HHW,25,3,2012,27893.6,41840.4
26/03/2012,2,NAH,W,HWW,26,3,2012,36638.4,54957.6
27/03/2012,3,NAH,W,WWW,27,3,2012,32306.8,48460.2
28/03/2012,4,NAH,W,WWW,28,3,2012,31042,46563
29/03/2012,5,NAH,W,WWW,29,3,2012,31606.4,47409.6
30/03/2012,6,NAH,W,WWH,30,3,2012,52795.2,79192.8
31/03/2012,7,NAH,H,WHH,31,3,2012,30294,45441
01/04/2012,1,NH,H,HHW,1,4,2012,41378,62067
02/04/2012,2,NAH,W,HWW,2,4,2012,49925.6,74888.4
03/04/2012,3,NAH,W,WWW,3,4,2012,43418,65127
04/04/2012,4,NAH,W,WWW,4,4,2012,46784,70176
05/04/2012,5,R-C,W,WWW,5,4,2012,52652.4,78978.6
06/04/2012,6,NH,W,WWH,6,4,2012,40949.6,61424.4
07/04/2012,7,O,H,WHH,7,4,2012,30076.4,45114.6
08/04/2012,1,OH,H,HHW,8,4,2012,46178.8,69268.2
09/04/2012,2,NAH,W,HWW,9,4,2012,38025.6,57038.4
10/04/2012,3,NAH,W,WWW,10,4,2012,24643.2,36964.8
11/04/2012,4,NAH,W,WWW,11,4,2012,19631.6,29447.4
12/04/2012,5,NAH,W,WWW,12,4,2012,34564.4,51846.6
13/04/2012,6,OH,W,WWH,13,4,2012,35047.2,52570.8
14/04/2012,7,OH,H,WHH,14,4,2012,36624.8,54937.2
15/04/2012,1,NAH,H,HHW,15,4,2012,29274,43911
16/04/2012,2,NAH,W,HWW,16,4,2012,45798,68697
17/04/2012,3,NAH,W,WWW,17,4,2012,36046.8,54070.2
18/04/2012,4,NAH,W,WWW,18,4,2012,24588.8,36883.2
19/04/2012,5,NAH,W,WWW,19,4,2012,27050.4,40575.6
20/04/2012,6,NAH,W,WWH,20,4,2012,37556.4,56334.6
21/04/2012,7,NAH,H,WHH,21,4,2012,18924.4,28386.6
22/04/2012,1,NAH,H,HHW,22,4,2012,17115.6,25673.4
23/04/2012,2,NAH,W,HWW,23,4,2012,22909.2,34363.8
24/04/2012,3,NAH,W,WWW,24,4,2012,27349.6,41024.4
25/04/2012,4,NAH,W,WWW,25,4,2012,24072,36108
26/04/2012,5,NAH,W,WWW,26,4,2012,26010,39015
27/04/2012,6,NAH,W,WWH,27,4,2012,55324.8,82987.2
28/04/2012,7,NAH,H,WHH,28,4,2012,43248,64872
29/04/2012,1,NAH,H,HHW,29,4,2012,24588.8,36883.2
30/04/2012,2,NAH,W,HWW,30,4,2012,60594.8,90892.2
01/05/2012,3,O,W,WWW,1,5,2012,35638.8,53458.2
02/05/2012,4,NAH,W,WWW,2,5,2012,49674,74511
03/05/2012,5,NAH,W,WWW,3,5,2012,44465.2,66697.8
04/05/2012,6,NAH,W,WWH,4,5,2012,48239.2,72358.8
05/05/2012,7,NAH,H,WHH,5,5,2012,35808.8,53713.2
06/05/2012,1,NH,H,HHW,6,5,2012,33714.4,50571.6
07/05/2012,2,NAH,W,HWW,7,5,2012,44920.8,67381.2
08/05/2012,3,OH,W,WWW,8,5,2012,53658.8,80488.2
09/05/2012,4,NAH,W,WWW,9,5,2012,35067.6,52601.4
10/05/2012,5,NAH,W,WWW,10,5,2012,41391.6,62087.4
11/05/2012,6,NAH,W,WWH,11,5,2012,46396.4,69594.6
12/05/2012,7,NAH,H,WHH,12,5,2012,26785.2,40177.8
13/05/2012,1,O,H,HHW,13,5,2012,25493.2,38239.8
14/05/2012,2,NAH,W,HWW,14,5,2012,37359.2,56038.8
15/05/2012,3,NAH,W,WWW,15,5,2012,37134.8,55702.2
16/05/2012,4,NAH,W,WWW,16,5,2012,44873.2,67309.8
17/05/2012,5,NAH,W,WWW,17,5,2012,34380.8,51571.2
18/05/2012,6,NAH,W,WWH,18,5,2012,40031.6,60047.4
19/05/2012,7,NAH,H,WHH,19,5,2012,23623.2,35434.8
20/05/2012,1,NAH,H,HHW,20,5,2012,59887.6,89831.4
21/05/2012,2,NAH,W,HWW,21,5,2012,35917.6,53876.4
22/05/2012,3,NAH,W,WWW,22,5,2012,37257.2,55885.8
23/05/2012,4,NAH,W,WWW,23,5,2012,51299.2,76948.8
24/05/2012,5,NAH,W,WWW,24,5,2012,50170.4,75255.6
25/05/2012,6,NAH,W,WWH,25,5,2012,35468.8,53203.2
26/05/2012,7,NAH,H,WHH,26,5,2012,26186.8,39280.2
27/05/2012,1,NAH,H,HHW,27,5,2012,36176,54264
28/05/2012,2,NAH,W,HWW,28,5,2012,30042.4,45063.6
29/05/2012,3,NAH,W,WWW,29,5,2012,56521.6,84782.4
30/05/2012,4,NAH,W,WWW,30,5,2012,48817.2,73225.8
31/05/2012,5,NAH,W,WWW,31,5,2012,50510.4,75765.6
01/06/2012,6,NAH,W,WWH,1,6,2012,51625.6,77438.4
02/06/2012,7,NAH,H,WHH,2,6,2012,11458,17187
03/06/2012,1,NAH,H,HHW,3,6,2012,27594.4,41391.6
04/06/2012,2,OH,W,HWW,4,6,2012,50299.6,75449.4
05/06/2012,3,NAH,W,WWW,5,6,2012,59078.4,88617.6
06/06/2012,4,NAH,W,WWW,6,6,2012,46648,69972
07/06/2012,5,NAH,W,WWW,7,6,2012,41874.4,62811.6
08/06/2012,6,NAH,W,WWH,8,6,2012,43193.6,64790.4
09/06/2012,7,NAH,H,WHH,9,6,2012,28417.2,42625.8
10/06/2012,1,NAH,H,HHW,10,6,2012,40099.6,60149.4
11/06/2012,2,NAH,W,HWW,11,6,2012,40296.8,60445.2
12/06/2012,3,NAH,W,WWW,12,6,2012,37440.8,56161.2
13/06/2012,4,NAH,W,WWW,13,6,2012,33979.6,50969.4
14/06/2012,5,NAH,W,WWW,14,6,2012,33075.2,49612.8
15/06/2012,6,NAH,W,WWH,15,6,2012,44662.4,66993.6
16/06/2012,7,NAH,H,WHH,16,6,2012,32259.2,48388.8
17/06/2012,1,O,H,HHW,17,6,2012,45866,68799
18/06/2012,2,NAH,W,HWW,18,6,2012,20617.6,30926.4
19/06/2012,3,NAH,W,WWW,19,6,2012,30899.2,46348.8
20/06/2012,4,NAH,W,WWW,20,6,2012,26676.4,40014.6
21/06/2012,5,OH,W,WWW,21,6,2012,39032,58548
22/06/2012,6,NAH,W,WWH,22,6,2012,33088.8,49633.2
23/06/2012,7,NAH,H,WHH,23,6,2012,35972,53958
24/06/2012,1,NAH,H,HHW,24,6,2012,43676.4,65514.6
25/06/2012,2,NAH,W,HWW,25,6,2012,27336,41004
26/06/2012,3,NAH,W,WWW,26,6,2012,32164,48246
27/06/2012,4,NAH,W,WWW,27,6,2012,32864.4,49296.6
28/06/2012,5,NAH,W,WWW,28,6,2012,41140,61710
29/06/2012,6,NAH,W,WWH,29,6,2012,58242,87363
30/06/2012,7,NAH,H,WHH,30,6,2012,45478.4,68217.6
01/07/2012,1,NAH,H,HHW,1,7,2012,71372.8,107059.2
02/07/2012,2,NAH,W,HWW,2,7,2012,44132,66198
03/07/2012,3,O,W,WWW,3,7,2012,61703.2,92554.8
04/07/2012,4,NAH,W,WWW,4,7,2012,29593.6,44390.4
05/07/2012,5,NAH,W,WWW,5,7,2012,49980,74970
06/07/2012,6,NAH,W,WWH,6,7,2012,50218,75327
07/07/2012,7,NAH,H,WHH,7,7,2012,23738.8,35608.2
08/07/2012,1,NAH,H,HHW,8,7,2012,41643.2,62464.8
09/07/2012,2,NAH,W,HWW,9,7,2012,37984.8,56977.2
10/07/2012,3,NAH,W,WWW,10,7,2012,46546,69819
11/07/2012,4,NAH,W,WWW,11,7,2012,26683.2,40024.8
12/07/2012,5,NAH,W,WWW,12,7,2012,30076.4,45114.6
13/07/2012,6,NAH,W,WWH,13,7,2012,30600,45900
14/07/2012,7,NAH,H,WHH,14,7,2012,20957.6,31436.4
15/07/2012,1,NAH,H,HHW,15,7,2012,29709.2,44563.8
16/07/2012,2,NAH,W,HWW,16,7,2012,26581.2,39871.8
17/07/2012,3,NAH,W,WWW,17,7,2012,32252.4,48378.6
18/07/2012,4,NAH,W,WWW,18,7,2012,38780.4,58170.6
19/07/2012,5,NAH,W,WWW,19,7,2012,52720.4,79080.6
20/07/2012,6,NAH,W,WWH,20,7,2012,37746.8,56620.2
21/07/2012,7,NAH,H,WHH,21,7,2012,41493.6,62240.4
22/07/2012,1,NAH,H,HHW,22,7,2012,49361.2,74041.8
23/07/2012,2,NAH,W,HWW,23,7,2012,22004.8,33007.2
24/07/2012,3,NAH,W,WWW,24,7,2012,35550.4,53325.6
25/07/2012,4,NAH,W,WWW,25,7,2012,21209.2,31813.8
26/07/2012,5,NAH,W,WWW,26,7,2012,32150.4,48225.6
27/07/2012,6,NAH,W,WWH,27,7,2012,41527.6,62291.4
28/07/2012,7,NAH,H,WHH,28,7,2012,40011.2,60016.8
29/07/2012,1,NAH,H,HHW,29,7,2012,71270.8,106906.2
30/07/2012,2,NAH,W,HWW,30,7,2012,45798,68697
31/07/2012,3,NAH,W,WWW,31,7,2012,51353.6,77030.4
01/08/2012,4,NAH,W,WWW,1,8,2012,38868.8,58303.2
02/08/2012,5,OH,W,WWW,2,8,2012,40983.6,61475.4
03/08/2012,6,NAH,W,WWH,3,8,2012,57337.6,86006.4
04/08/2012,7,NAH,H,WHH,4,8,2012,51244.8,76867.2
05/08/2012,1,O,H,HHW,5,8,2012,56283.6,84425.4
06/08/2012,2,NAH,W,HWW,6,8,2012,43846.4,65769.6
07/08/2012,3,NAH,W,WWW,7,8,2012,38821.2,58231.8
08/08/2012,4,NAH,W,WWW,8,8,2012,37780.8,56671.2
09/08/2012,5,O,W,WWW,9,8,2012,36992,55488
10/08/2012,6,NH,W,WWH,10,8,2012,48409.2,72613.8
11/08/2012,7,NAH,H,WHH,11,8,2012,32993.6,49490.4
12/08/2012,1,NAH,H,HHW,12,8,2012,25309.6,37964.4
13/08/2012,2,NAH,W,HWW,13,8,2012,50938.8,76408.2
14/08/2012,3,NAH,W,WWW,14,8,2012,44091.2,66136.8
15/08/2012,4,NH,W,WWW,15,8,2012,35856.4,53784.6
16/08/2012,5,NAH,W,WWW,16,8,2012,39596.4,59394.6
17/08/2012,6,OH,W,WWH,17,8,2012,51095.2,76642.8
18/08/2012,7,OH,H,WHH,18,8,2012,21508.4,32262.6
19/08/2012,1,NAH,H,HHW,19,8,2012,27812,41718
20/08/2012,2,NH,W,HWW,20,8,2012,30124,45186
21/08/2012,3,NAH,W,WWW,21,8,2012,30056,45084
22/08/2012,4,NAH,W,WWW,22,8,2012,34809.2,52213.8
23/08/2012,5,NAH,W,WWW,23,8,2012,37515.6,56273.4
24/08/2012,6,NAH,W,WWH,24,8,2012,49592.4,74388.6
25/08/2012,7,NAH,H,WHH,25,8,2012,37216.4,55824.6
26/08/2012,1,NAH,H,HHW,26,8,2012,30219.2,45328.8
27/08/2012,2,NAH,W,HWW,27,8,2012,34516.8,51775.2
28/08/2012,3,NAH,W,WWW,28,8,2012,31647.2,47470.8
29/08/2012,4,OH,W,WWW,29,8,2012,21460.8,32191.2
30/08/2012,5,NAH,W,WWW,30,8,2012,45124.8,67687.2
31/08/2012,6,NAH,W,WWH,31,8,2012,49898.4,74847.6
01/09/2012,7,NAH,H,WHH,1,9,2012,27002.8,40504.2
02/09/2012,1,NAH,H,HHW,2,9,2012,56310.8,84466.2
03/09/2012,2,NAH,W,HWW,3,9,2012,50503.6,75755.4
04/09/2012,3,NAH,W,WWW,4,9,2012,54060,81090
05/09/2012,4,NAH,W,WWW,5,9,2012,43526.8,65290.2
06/09/2012,5,NAH,W,WWW,6,9,2012,25200.8,37801.2
07/09/2012,6,NAH,W,WWH,7,9,2012,30212.4,45318.6
08/09/2012,7,NAH,H,WHH,8,9,2012,21277.2,31915.8
09/09/2012,1,NAH,H,HHW,9,9,2012,31878.4,47817.6
10/09/2012,2,NAH,W,HWW,10,9,2012,29178.8,43768.2
11/09/2012,3,NAH,W,WWW,11,9,2012,20393.2,30589.8
12/09/2012,4,NAH,W,WWW,12,9,2012,36475.2,54712.8
13/09/2012,5,NAH,W,WWW,13,9,2012,27206.8,40810.2
14/09/2012,6,NAH,W,WWH,14,9,2012,22834.4,34251.6
15/09/2012,7,NAH,H,WHH,15,9,2012,20148.4,30222.6
16/09/2012,1,NAH,H,HHW,16,9,2012,41901.6,62852.4
17/09/2012,2,NAH,W,HWW,17,9,2012,27132,40698
18/09/2012,3,NAH,W,WWW,18,9,2012,39297.2,58945.8
19/09/2012,4,OH,W,WWW,19,9,2012,24296.4,36444.6
20/09/2012,5,NAH,W,WWW,20,9,2012,22718.8,34078.2
21/09/2012,6,NAH,W,WWH,21,9,2012,41629.6,62444.4
22/09/2012,7,NAH,H,WHH,22,9,2012,26132.4,39198.6
23/09/2012,1,NAH,H,HHW,23,9,2012,26118.8,39178.2
24/09/2012,2,NAH,W,HWW,24,9,2012,34918,52377
25/09/2012,3,NAH,W,WWW,25,9,2012,31293.6,46940.4
26/09/2012,4,NAH,W,WWW,26,9,2012,33619.2,50428.8
27/09/2012,5,NAH,W,WWW,27,9,2012,31987.2,47980.8
28/09/2012,6,NAH,W,WWH,28,9,2012,53618,80427
29/09/2012,7,NAH,H,WHH,29,9,2012,51625.6,77438.4
30/09/2012,1,NAH,H,HHW,30,9,2012,23099.6,34649.4
01/10/2012,2,NAH,W,HWW,1,10,2012,43683.2,65524.8
02/10/2012,3,NH,W,WWW,2,10,2012,57113.2,85669.8
03/10/2012,4,NAH,W,WWW,3,10,2012,57133.6,85700.4
04/10/2012,5,NAH,W,WWW,4,10,2012,26683.2,40024.8
05/10/2012,6,NAH,W,WWH,5,10,2012,49612.8,74419.2
06/10/2012,7,NAH,H,WHH,6,10,2012,33075.2,49612.8
07/10/2012,1,NAH,H,HHW,7,10,2012,45029.6,67544.4
08/10/2012,2,NAH,W,HWW,8,10,2012,35652.4,53478.6
09/10/2012,3,NAH,W,WWW,9,10,2012,32136.8,48205.2
10/10/2012,4,NAH,W,WWW,10,10,2012,31218.8,46828.2
11/10/2012,5,NAH,W,WWW,11,10,2012,41010.8,61516.2
12/10/2012,6,NAH,W,WWH,12,10,2012,40201.6,60302.4
13/10/2012,7,NAH,H,WHH,13,10,2012,35897.2,53845.8
14/10/2012,1,NAH,H,HHW,14,10,2012,31728.8,47593.2
15/10/2012,2,NAH,W,HWW,15,10,2012,40466.8,60700.2
16/10/2012,3,R-H,W,WWW,16,10,2012,42255.2,63382.8
17/10/2012,4,NAH,W,WWW,17,10,2012,51992.8,77989.2
18/10/2012,5,NAH,W,WWW,18,10,2012,64899.2,97348.8
19/10/2012,6,NAH,W,WWH,19,10,2012,64464,96696
20/10/2012,7,R-H,H,WHH,20,10,2012,42738,64107
21/10/2012,1,OH,H,HHW,21,10,2012,45274.4,67911.6
22/10/2012,2,OH,W,HWW,22,10,2012,32374.8,48562.2
23/10/2012,3,NAH,W,WWW,23,10,2012,13708.8,20563.2
24/10/2012,4,NH,W,WWW,24,10,2012,31130.4,46695.6
25/10/2012,5,NAH,W,WWW,25,10,2012,34931.6,52397.4
26/10/2012,6,NAH,W,WWH,26,10,2012,29668.4,44502.6
27/10/2012,7,NH,H,WHH,27,10,2012,18462,27693
28/10/2012,1,NAH,H,HHW,28,10,2012,31864.8,47797.2
29/10/2012,2,OH,W,HWW,29,10,2012,34122.4,51183.6
30/10/2012,3,NAH,W,WWW,30,10,2012,61000,91800
31/10/2012,4,O,W,WWW,31,10,2012,35000,52438.2
01/11/2012,5,NAH,W,WWW,1,11,2012,30000,44553.6
02/11/2012,6,OH,W,WWH,2,11,2012,61000,92116.2
03/11/2012,7,NAH,H,WHH,3,11,2012,36000,53947.8
04/11/2012,1,NAH,H,HHW,4,11,2012,27145.6,40718.4
05/11/2012,2,NAH,W,HWW,5,11,2012,39793.6,59690.4
06/11/2012,3,NAH,W,WWW,6,11,2012,43866.8,65800.2
07/11/2012,4,NAH,W,WWW,7,11,2012,34571.2,51856.8
08/11/2012,5,NAH,W,WWW,8,11,2012,35781.6,53672.4
09/11/2012,6,NAH,W,WWH,9,11,2012,24779.2,37168.8
10/11/2012,7,NAH,H,WHH,10,11,2012,21712.4,32568.6
11/11/2012,1,NAH,H,HHW,11,11,2012,36000,54090.6
12/11/2012,2,OH,W,HWW,12,11,2012,35761.2,53641.8
13/11/2012,3,NH,W,WWW,13,11,2012,32028,48042
14/11/2012,4,OH,W,WWW,14,11,2012,23133.6,34700.4
15/11/2012,5,OH,W,WWW,15,11,2012,15123.2,22684.8
16/11/2012,6,NAH,W,WWH,16,11,2012,26275.2,39412.8
17/11/2012,7,NAH,H,WHH,17,11,2012,27145.6,40718.4
18/11/2012,1,NAH,H,HHW,18,11,2012,42350.4,63525.6
19/11/2012,2,OH,W,HWW,19,11,2012,21000,31803.6
20/11/2012,3,NAH,W,WWW,20,11,2012,35441.6,53162.4
21/11/2012,4,NAH,W,WWW,21,11,2012,24459.6,36689.4
22/11/2012,5,NAH,W,WWW,22,11,2012,16490,24735
23/11/2012,6,NAH,W,WWH,23,11,2012,31477.2,47215.8
24/11/2012,7,OH,H,WHH,24,11,2012,16952.4,25428.6
25/11/2012,1,NH,H,HHW,25,11,2012,29083.6,43625.4
26/11/2012,2,NAH,W,HWW,26,11,2012,30000,44533.2
27/11/2012,3,NAH,W,WWW,27,11,2012,29872.4,44808.6
28/11/2012,4,NH,W,WWW,28,11,2012,38086.8,57130.2
29/11/2012,5,NAH,W,WWW,29,11,2012,42561.2,63841.8
30/11/2012,6,NAH,W,WWH,30,11,2012,50476.4,75714.6
01/12/2012,7,NAH,H,WHH,1,12,2012,36203.2,54304.8
02/12/2012,1,NAH,H,HHW,2,12,2012,40698,61047
03/12/2012,2,NAH,W,HWW,3,12,2012,54270.8,81406.2
04/12/2012,3,NAH,W,WWW,4,12,2012,45580.4,68370.6
05/12/2012,4,NAH,W,WWW,5,12,2012,39208.8,58813.2
06/12/2012,5,NAH,W,WWW,6,12,2012,40113.2,60169.8
07/12/2012,6,NAH,W,WWH,7,12,2012,35965.2,53947.8
08/12/2012,7,NAH,H,WHH,8,12,2012,20447.6,30671.4
09/12/2012,1,O,H,HHW,9,12,2012,30260,45390
10/12/2012,2,NAH,W,HWW,10,12,2012,37500,56375.4
11/12/2012,3,NAH,W,WWW,11,12,2012,31388.8,47083.2
12/12/2012,4,NAH,W,WWW,12,12,2012,35210.4,52815.6
13/12/2012,5,NAH,W,WWW,13,12,2012,22725.6,34088.4
14/12/2012,6,NAH,W,WWH,14,12,2012,54753.6,82130.4
15/12/2012,7,NAH,H,WHH,15,12,2012,42404.8,63607.2
16/12/2012,1,O,H,HHW,16,12,2012,43513.2,65269.8
17/12/2012,2,NAH,W,HWW,17,12,2012,35577.6,53366.4
18/12/2012,3,NAH,W,WWW,18,12,2012,26037.2,39055.8
19/12/2012,4,NAH,W,WWW,19,12,2012,22990.8,34486.2
20/12/2012,5,NAH,W,WWW,20,12,2012,32483.6,48725.4
21/12/2012,6,NAH,W,WWH,21,12,2012,40106.4,60159.6
22/12/2012,7,NAH,H,WHH,22,12,2012,13722.4,20583.6
23/12/2012,1,NAH,H,HHW,23,12,2012,38209.2,57313.8
24/12/2012,2,OH,W,HWW,24,12,2012,26955.2,40432.8
25/12/2012,3,NH,W,WWW,25,12,2012,31871.6,47807.4
26/12/2012,4,NAH,W,WWW,26,12,2012,12872.4,19308.6
27/12/2012,5,NAH,W,WWW,27,12,2012,25969.2,38953.8
28/12/2012,6,NAH,W,WWH,28,12,2012,63484.8,95227.2
29/12/2012,7,NAH,H,WHH,29,12,2012,38141.2,57211.8
30/12/2012,1,NAH,H,HHW,30,12,2012,43805.6,65708.4
31/12/2012,2,O,W,HWW,31,12,2012,62800,93298.4
01/01/2013,3,OH,W,WWW,1,1,2013,57269.33333,85904
02/01/2013,4,NAH,W,WWW,2,1,2013,52305.06667,78457.6
03/01/2013,5,NAH,W,WWW,3,1,2013,57837.86667,86756.8
04/01/2013,6,NAH,W,WWH,4,1,2013,39887.46667,59831.2
05/01/2013,7,NAH,H,WHH,5,1,2013,54960.53333,82440.8
06/01/2013,1,NAH,H,HHW,6,1,2013,52124.8,78187.2
07/01/2013,2,NAH,W,HWW,7,1,2013,48685.86667,73028.8
08/01/2013,3,NAH,W,WWW,8,1,2013,35082.66667,52624
09/01/2013,4,NAH,W,WWW,9,1,2013,44900.26667,67350.4
10/01/2013,5,NAH,W,WWW,10,1,2013,35103.46667,52655.2
11/01/2013,6,NAH,W,WWH,11,1,2013,31297.06667,46945.6
12/01/2013,7,NAH,H,WHH,12,1,2013,13901.33333,20852
13/01/2013,1,NAH,H,HHW,13,1,2013,14234.13333,21351.2
14/01/2013,2,OH,W,HWW,14,1,2013,15385.06667,23077.6
15/01/2013,3,NAH,W,WWW,15,1,2013,28093.86667,42140.8
16/01/2013,4,NAH,W,WWW,16,1,2013,37280.53333,55920.8
17/01/2013,5,NAH,W,WWW,17,1,2013,39208,58812
18/01/2013,6,OH,W,WWH,18,1,2013,31227.73333,46841.6
19/01/2013,7,NAH,H,WHH,19,1,2013,31588.26667,47382.4
20/01/2013,1,NAH,H,HHW,20,1,2013,24412.26667,36618.4
21/01/2013,2,NAH,W,HWW,21,1,2013,34590.4,51885.6
22/01/2013,3,NAH,W,WWW,22,1,2013,30458.13333,45687.2
23/01/2013,4,NAH,W,WWW,23,1,2013,17707.73333,26561.6
24/01/2013,5,NAH,W,WWW,24,1,2013,31997.33333,47996
25/01/2013,6,NH,W,WWH,25,1,2013,23316.8,34975.2
26/01/2013,7,NH,H,WHH,26,1,2013,29674.66667,44512
27/01/2013,1,NAH,H,HHW,27,1,2013,20550.4,30825.6
28/01/2013,2,NAH,W,HWW,28,1,2013,35713.6,53570.4
29/01/2013,3,NAH,W,WWW,29,1,2013,43804.8,65707.2
30/01/2013,4,NAH,W,WWW,30,1,2013,49500,74349.6
31/01/2013,5,NAH,W,WWW,31,1,2013,41114.66667,61672
01/02/2013,6,NAH,W,WWH,1,2,2013,42688.53333,64032.8
02/02/2013,7,NAH,H,WHH,2,2,2013,69825.6,104738.4
03/02/2013,1,NAH,H,HHW,3,2,2013,34659.73333,51989.6
04/02/2013,2,NAH,W,HWW,4,2,2013,43180.8,64771.2
05/02/2013,3,NAH,W,WWW,5,2,2013,43000.53333,64500.8
06/02/2013,4,NAH,W,WWW,6,2,2013,45004.26667,67506.4
07/02/2013,5,NAH,W,WWW,7,2,2013,35600,52884
08/02/2013,6,NAH,W,WWH,8,2,2013,32066.66667,48100
09/02/2013,7,NAH,H,WHH,9,2,2013,24758.93333,37138.4
10/02/2013,1,O,H,HHW,10,2,2013,24918.4,37377.6
11/02/2013,2,NAH,W,HWW,11,2,2013,28641.6,42962.4
12/02/2013,3,NAH,W,WWW,12,2,2013,34659.73333,51989.6
13/02/2013,4,NAH,W,WWW,13,2,2013,21999.46667,32999.2
14/02/2013,5,OH,W,WWW,14,2,2013,38126.4,57189.6
15/02/2013,6,NAH,W,WWH,15,2,2013,33571.2,50356.8
16/02/2013,7,NAH,H,WHH,16,2,2013,30603.73333,45905.6
17/02/2013,1,NAH,H,HHW,17,2,2013,28239.46667,42359.2
18/02/2013,2,NAH,W,HWW,18,2,2013,31643.73333,47465.6
19/02/2013,3,OH,W,WWW,19,2,2013,33224.53333,49836.8
20/02/2013,4,NAH,W,WWW,20,2,2013,26325.86667,39488.8
21/02/2013,5,NAH,W,WWW,21,2,2013,27150.93333,40726.4
22/02/2013,6,NAH,W,WWH,22,2,2013,23524.8,35287.2
23/02/2013,7,OH,H,WHH,23,2,2013,32628.26667,48942.4
24/02/2013,1,NAH,H,HHW,24,2,2013,10000,15000
25/02/2013,2,OH,W,HWW,25,2,2013,39714.13333,59571.2
26/02/2013,3,NAH,W,WWW,26,2,2013,50613.33333,75920
27/02/2013,4,NAH,W,WWW,27,2,2013,42348.8,63523.2
28/02/2013,5,NAH,W,WWW,28,2,2013,53000,79747.2
01/03/2013,6,NAH,W,WWH,1,3,2013,51000,76845.6
02/03/2013,7,NAH,H,WHH,2,3,2013,70000,104582.4
03/03/2013,1,NAH,H,HHW,3,3,2013,46000,69534.4
04/03/2013,2,NAH,W,HWW,4,3,2013,44000,67069.6
05/03/2013,3,NAH,W,WWW,5,3,2013,66000,98841.6
06/03/2013,4,NAH,W,WWW,6,3,2013,43000,64573.6
07/03/2013,5,NAH,W,WWW,7,3,2013,36000,55109.6
08/03/2013,6,NAH,W,WWH,8,3,2013,30000,45874.4
09/03/2013,7,NAH,H,WHH,9,3,2013,34000,52301.6
10/03/2013,1,NH,H,HHW,10,3,2013,21000,31387.2
11/03/2013,2,NAH,W,HWW,11,3,2013,40000,58947.2
12/03/2013,3,NAH,W,WWW,12,3,2013,35000,53352
13/03/2013,4,NAH,W,WWW,13,3,2013,36000,54662.4
14/03/2013,5,NAH,W,WWW,14,3,2013,27000,41132
15/03/2013,6,NAH,W,WWH,15,3,2013,37000,55494.4
16/03/2013,7,NAH,H,WHH,16,3,2013,37000,56576
